APAGAR;SALDO;DOTACATUAL;FUNCAO;SUBFUNCAO;PROGRAMA;PROJATIV;ACAO;DOTAC;ALTDO;EMPMES;EMPATUAL;LIQMES;LIQATUAL;PAGOMES;PAGOATUAL;PODER;PODERNOME;ORGAO;ORGAONOME;UNIDADE;CATEGORIA;CATEGORIANOME;GRUPO;GRUPONOME;MODALIDADE;MODALIDADENOME;ELEMENTO;ELEMENTONOME;CATECNOME;FUNCAONOME;PROGRAMANOME;SUBFUNCAONOME;PROJATIVNOME;ACAONOME;CATEC;UNIDADENOME;ORGAO1;UNIDADE1;DESDOBRO;FICHA;EMPRESA;EMPRESANOME;FONINDUSO;FONINDUSONOME;FONGRUPO;FONGRUPONOME;FONCODIGO;FONCODIGONOME;VINGRUPO;VINGRUPONOME;VINCODIGO;VINCODIGONOME;PROCESSADO;NPROCESSADO;DESDOBRONOME;ALTERACAOMAISMES;ALTERACAOMENOSMES;SALDOALTERACAOMES;FONRO;FONRONOME;CFPRO;CFPRONOME;PERC_EMPATUAL_DOTAC;FONTE_STN;FONTE_STNNOME;ESFERANOME;ESFERA;CLASSIFICACAO_SCPINOME;CLASSIFICACAO_MSCNOME;CLASSIFICACAO_SCPI;CLASSIFICACAO_MSC;CATEC_STN;CATEC_STNNOME;VINCULO;VINCULONOME;RESERVA;RESERVA_EMP;RESERVA_SALDO;CATECFICHA;CATECFICHANOME;COMPFR_STN;
0;100000;100000;15;452;1006;1008;0000;100000;0;0;0;0;0;0;0;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020110;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;Urbanismo;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Serviços  Urbanos;MOBILIDADE COM QUALIDADE;MOBILIDADE COM QUALIDADE;3.3.90.36.00;DEPARTAMENTO DE SERVIÇOS PÚBLICOS;01;10;00;300;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;0;0;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;;;;;15.452.1006.1008.0000;MOBILIDADE COM QUALIDADE;21,83;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.00;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
0;-712,9;0;15;452;1006;1008;0000;0;0;712,9;712,9;712,9;712,9;712,9;712,9;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020110;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;ESTAGIÁRIOS;Urbanismo;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Serviços  Urbanos;MOBILIDADE COM QUALIDADE;MOBILIDADE COM QUALIDADE;3.3.90.36.07;DEPARTAMENTO DE SERVIÇOS PÚBLICOS;01;10;07;300;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;0;0;ESTAGIÁRIOS;;;;;;15.452.1006.1008.0000;MOBILIDADE COM QUALIDADE;21,83;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.07;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
14080;-21120;0;15;452;1006;1008;0000;0;0;21120;21120;21120;21120;7040;7040;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020110;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;PRÓ-LABORE A CONSULTORES EVENTUAIS;Urbanismo;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Serviços  Urbanos;MOBILIDADE COM QUALIDADE;MOBILIDADE COM QUALIDADE;3.3.90.36.11;DEPARTAMENTO DE SERVIÇOS PÚBLICOS;01;10;11;300;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;14080;0;PRÓ-LABORE A CONSULTORES EVENTUAIS;;;;;;15.452.1006.1008.0000;MOBILIDADE COM QUALIDADE;21,83;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.99;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
0;150001;150001;17;512;1006;1010;0000;1;150000;0;0;0;0;0;0;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020108;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;Saneamento;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Saneamento Básico Urbano;ACESSO À ÁGUA E SANEAMENTO;ACESSO À ÁGUA E SANEAMENTO;3.3.90.36.00;DEPARTAMENTO MUNICIPAL DE PLANEJAMENTO URBANO, OBRAS, SANEAM;01;08;00;276;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;0;0;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;150000;0;150000;;;17.512.1006.1010.0000;ACESSO À ÁGUA E SANEAMENTO;7,44;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.00;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
4749,29;-11153,49;0;17;512;1006;1010;0000;0;0;11153,49;11153,49;8067,63;8067,63;6404,2;6404,2;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020108;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;ESTAGIÁRIOS;Saneamento;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Saneamento Básico Urbano;ACESSO À ÁGUA E SANEAMENTO;ACESSO À ÁGUA E SANEAMENTO;3.3.90.36.07;DEPARTAMENTO MUNICIPAL DE PLANEJAMENTO URBANO, OBRAS, SANEAM;01;08;07;276;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;1663,43;3085,86;ESTAGIÁRIOS;;;;;;17.512.1006.1010.0000;ACESSO À ÁGUA E SANEAMENTO;7,44;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.07;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
0;105000;105000;26;453;1006;1012;0000;105000;0;0;0;0;0;0;0;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020109;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;Transporte;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Transportes Coletivos Urbanos;GESTAO PREVENTIVA E ECONOMICA DA FROTA;GESTAO PREVENTIVA E ECONOMICA DA FROTA;3.3.90.36.00;DEPARTAMENTO MUNICIPAL DE TRANSPORTES E TRÂNSITO;01;09;00;286;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;0;0;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;;;;;26.453.1006.1012.0000;GESTAO PREVENTIVA E ECONOMICA DA FROTA;43,54;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.00;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
22597,39;-40000;0;26;453;1006;1012;0000;0;0;40000;40000;21917,63;21917,63;17402,61;17402,61;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020109;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;ESTAGIÁRIOS;Transporte;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Transportes Coletivos Urbanos;GESTAO PREVENTIVA E ECONOMICA DA FROTA;GESTAO PREVENTIVA E ECONOMICA DA FROTA;3.3.90.36.07;DEPARTAMENTO MUNICIPAL DE TRANSPORTES E TRÂNSITO;01;09;07;286;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;4515,02;18082,37;ESTAGIÁRIOS;;;;;;26.453.1006.1012.0000;GESTAO PREVENTIVA E ECONOMICA DA FROTA;43,54;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.07;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
5720;-5720;0;26;453;1006;1012;0000;0;0;5720;5720;0;0;0;0;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020109;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;OUTROS SERVIÇOS DE PESSOA FÍSICA;Transporte;MAIS SEGURANÇA NO TRANSITO INFRAESTRUTURA E ZELADORIA URBANA;Transportes Coletivos Urbanos;GESTAO PREVENTIVA E ECONOMICA DA FROTA;GESTAO PREVENTIVA E ECONOMICA DA FROTA;3.3.90.36.99;DEPARTAMENTO MUNICIPAL DE TRANSPORTES E TRÂNSITO;01;09;99;286;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;0;5720;OUTROS SERVIÇOS DE PESSOA FÍSICA;;;;;;26.453.1006.1012.0000;GESTAO PREVENTIVA E ECONOMICA DA FROTA;43,54;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.99;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
0;51000;51000;27;812;1011;1018;0000;51000;0;0;0;0;0;0;0;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020104;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;Desporto e Lazer;MAIS ESPORTE, LAZER E TURISMO;Desporto Comunitário;ATENDIMENTO MEDIO SOMANDO TODAS AS  MODALIDADES ESPORTIVAS;ATENDIMENTO MEDIO SOMANDO TODAS AS  MODALIDADES ESPORTIVAS;3.3.90.36.00;DEPARTAMENTO MUNICIPAL DE ESPORTES E LAZER;01;04;00;129;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;0;0;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;;;;;27.812.1011.1018.0000;ATENDIMENTO MEDIO SOMANDO TODAS AS  MODALIDADES ESPORTIVAS;99,69;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.00;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
26457,08;-50841,65;0;27;812;1011;1018;0000;0;0;50841,65;50841,65;28899,59;28899,59;24384,57;24384,57;02;PODER EXECUTIVO;0201;GABINETE DO PREFEITO;020104;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;90;APLICAÇÕES DIRETAS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;ESTAGIÁRIOS;Desporto e Lazer;MAIS ESPORTE, LAZER E TURISMO;Desporto Comunitário;ATENDIMENTO MEDIO SOMANDO TODAS AS  MODALIDADES ESPORTIVAS;ATENDIMENTO MEDIO SOMANDO TODAS AS  MODALIDADES ESPORTIVAS;3.3.90.36.07;DEPARTAMENTO MUNICIPAL DE ESPORTES E LAZER;01;04;07;129;1;PREFEITURA MUNICIPAL DE PRADOPOLIS;0;Recursos nao Destinados a Contrapartida;01;TESOURO;00  ;Recursos Ordinarios;110;GERAL;000;GERAL;4515,02;21942,06;ESTAGIÁRIOS;;;;;;27.812.1011.1018.0000;ATENDIMENTO MEDIO SOMANDO TODAS AS  MODALIDADES ESPORTIVAS;99,69;1.500;Recursos não Vinculados de Impostos (Exerc.Corrente);FISCAL;10;NÃO INFORMADO;NÃO INFORMADO;;;3.3.90.36.07;;110.000;GERAL;0;0;0;3.3.90.36.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;0;
